لا،ولا،فلا،بلا،ألا،إلا،وبلا،أفلا،الا،لأ،لآ،فإلا،تبلا،فلأ،ولأ،افلا،فألا،ولآ،فبلا،فبلأ،فالا،آلا	560136
إلى،إليه،الى،إلي،إليك،إليها،إليهم،وإلى،إلينا،اليه،إليكم،إليهما،وإليه،اليها،والى،اليهم،والي،فإلى،الي،آلى،اليك،وإليك،إليهن،الينا،وإليها،ألي،إليكما،ألى،اليكم،واليها،وإلي،وإليهم،أليه،واليه،فإلي،فآلى،اليهما،آلي،وآلى،فالى	407418
حدث،حدثنا،حدثني،وحدثني،وحدثنا،يحدث،حدثه،حدثت،فحدثني،حدثنى،حدثناه،حدثهم،الحدث،حدثتني،فحدثنا،وحدث،الأحداث،وحدثناه،وحدثت،حدثا،فحدثت،فحدث،يحدثه،وحدثنى،ويحدث،حدثته،حدثك،فيحدث،يحدثنا،فحدثه،فحدثته،تحدث،أحداث،نحدث،حدثكم،أحدث،حدثتك،وحدثونا،حدثتكم،حدثتنا	371165
إن،فإن،وإن،فإنه،إنه،أن،فإنها،فان،لئن،فإنك،فإنهم،إنك،إنها،إنكم،أنه،فانه،ان،ولئن،إنهم،وإنه،فإنهما،فإنني،وإنك،إنني،فإنكم،فانها،وان،فأن،انه،إنهما،وإنهم،فلئن،وإنني،فإننا،وإنها،فانهم،فانك،انكم،إننا،وإنكم	359055
ذلك،وكذلك،وذلك،بذلك،كذلك،تلك،فذلك،لذلك،ولذلك،فلذلك،فكذلك،وتلك،ذلكم،بتلك،وبذلك،فتلك،لتلك،فبذلك،تلكم،كذلكم،فذلكم،وذلكم،ذلكما،ولتلك،فذلكن،كتلك،فبتلك،ذلكن،فتلكم،بذلكم،وبتلك،بتلكم،وكذلكم،أولائكم،فلتلك،كذلكن،فكذلكم،تذلك،فيذلك،وذلكن	347416
ٱبن،ابن،وابن،لابن،ابنه،ابنة،ابنا،ابني،بابن،وابنه،ابنته،أبناء،لابنه،الابن،ابنك،ابنها،أبن،الأبناء،ابنتي،أبناءهم،ابنتها،بابنه،إبن،ابناه،وأبناء،ولابن،وابنة،أبنا،الابنة،ابنتك،وابنها،كابن،فابن،ابنى،أبناءكم،ابنان،ابنيه،لابنة،بابنة،للابن،وابنا	345981
هذا،هذه،وهذا،هؤلاء،بهذا،فهذا،وهذه،بهذه،لهذا،هذين،فهذه،ولهذا،لهذه،وهؤلاء،هذان،هاتين،وبهذا،لهؤلاء،فهؤلاء،فلهذا،وهذان،بهؤلاء،هاتان،هذي،فهذان،بهذين،فبهذا،وبهذه،ولهذه،وهاتان،كهاتين،كهذا،كهذه،هذى،بهاتين،لهذين،فهاتان،وهذي،فلهذه،هاته	323328
عبد،العبد،وعبد،عبدا،لعبد،عبدة،العبيد،بعبد،والعبد،للعبد،تعبدون،يعبد،أعبد،يعبدون،عبدك،عبدي،عبدان،نعبد،لعبده،تعبد،بالعبد،العبدي،عبيدا،عبدين،عبيده،ولعبد،عبدنا،وعبدة،تعبدوا،بعبده،لعبيد،والعبيد،يعبدونها،فعبد،عبدت،عبدوا،فالعبد،العبدين،يعبدونه،للعبيد	311837
إذا،فإذا،وإذا،اذا،فاذا،واذا،أذا،فأذا،إذآ،فإذآ،وأذا،وإذآ،إذأ،فإذأ،إذإ،اذأ،أذأ	286600
هو،وهو،فهو،لهو،كهو،ولهو،فلهو،فيهو،تهو	282122
قول،قوله،وقوله،القول،قولهم،بقوله،قولك،وقول،كقولك،كقوله،بقول،قولا،والقول،وقولهم،لقوله،كقول،لقول،قولنا،الأقوال،أقوال،فالقول،بالقول،فقوله،قولها،كقولهم،قولي،لقولهم،قولكم،بقولهم،وكقول،وكقوله،قولهما،وقولها،فقول،فقولك،وقولك،أقاويل،الأقاويل،وقولا،فقولا	270389
ب،به،بها،بهم،بي،بنا،بهما،بكم،وبه،بهن،وبها،بى،وبك،وب،وبي،وبهم،فبه،فبها،وبنا،وبكم،وبهما،فبي،بكن،تب،بكما،بة،فب،وبهن،فبك،بهآ،فبكم،فبهم،وبكما،تبنا،وبكن،وبى،فبنا،بهأ،فبى،فبهن	268146
الذي،التي،الذين،والذي،والذين،الذى،للذين،للذي،بالذي،التى،والتي،اللذين،كالذي،اللاتي،فالذي،اللذان،اللواتي،بالتي،اللتين،والذى،بالذين،كالذين،للتي،اللائي،اللتان،فالذين،واللاتي،واللائي،وبالذي،واللذان،كالتي،فالتي،بالذى،وكالذي،والتى،وللذين،وللذي،للذى،فبالذي،كالذى	259690
قد،وقد،فقد،لقد،ولقد،واقد،فلقد،القد،فقده،قده،والقد،قدك،وقدان،بالقد،قدني،بقد،قدا،تقد،أقد،فقدها،قدها،فاقد،قدي،وقده،قدنا،فقدا،وقدا،واقدا،فقدهم،كقد،فقدك،وقدة،واقدة،وقدها،قدة،وقدني،قدى،وقدك،فقدوه،قدوة	259160
لم،ولم،فلم،ألم،ولما،الم،كلمه،فكلمه،مالم،فكلم،وكلم،لمة،وكلمه،لمك،لمه،تلمني،فكلمهم،وكلمهم،ويلمه،تلم،آلم،تلمه،يلم،لممن،اللم،كلمها،كلمهم،لمت،كلمك،لممت،فكلمها،ويلمها،بلم،ولمه،ويلمة،وألم،للما،ولمة،تلمها،يلمه	252193
أبو،وأبو،ابو،وابو،فأبو،لأبو،إبو،فابو،آبو،وإبو،وآبو،ولأبو	242259
صلى،يصلي،وصلى،صليت،صلوا،يصلى،تصلي،أصلي،فصلت،صلي،ويصلي،صلاها،فصلوا،صلت،نصلي،يصليها،صلينا،تصلى،فصليت،فيصلي،ليصلي،وصليت،ويصلى،يصلون،يصليهما،وصلي،يصلين،صليا،أصلى،صلاهما،فصلينا،وتصلي،صليتم،وصلينا،يصليان،فصلاها،نصليه،صلوها،فيصليها،سيصلى	215166
سلم،وسلم،سلمة،يسلم،السلم،فسلم،أسلم،فسلمت،سلمت،سلما،ويسلم،سلمه،وسلمة،يسلموا،والسلم،تسلم،فسلموا،وسلمت،يسلمون،نسلم،فيسلم،سلموا،يسلمه،وسلموا،وسلمه،سلمنا،فأسلم،ليسلم،وأسلم،بالسلم،للسلم،فسلمنا،ويسلموا،سلمتم،يسلمها،بسلم،وسلما،لسلم،وسلمنا،فليسلم	211781
أبي،أبى،ابى،لأبي،وأبي،ابي،فأبى،بأبي،لأبيه،أبيها،وأبى،لأبى،أبيهم،ولأبي،أبيا،لأبيها،أبيكم،والأبيات،أبيهما،لابي،كأبي،وأبيك،بأبى،لأبيك،لأبيهم،وابى،فأبيا،آبي،الآبية،فأبي،وابي،بأبيه،الأبي،وأبيا،بابي،وأبيات،بأبيها،أبية،الأبى،الأبية	181172
ثم،فثم،وثم،تثم	179652
أو،او،فأو،آو،إو،تاو،تأو	177812
أب،أبي،أبيه،أبا،أبى،وأبي،لأبي،الأب،أباه،أبوه،ابى،ابي،وأبا،أبوك،وأبى،أباك،ابيه،بأبي،الآباء،أبيها،فأبى،لأبيه،آبائهم،أبوها،للأب،ابا،وأبوه،آبائه،أباها،أبواه،لأب،أبينا،وأبيه،آباءنا،لابي،أبويه،أبانا،آباء،آباؤكم،آباؤنا	177688
رجل،الرجل،رجلا،الرجال،ورجل،رجال،لرجل،للرجل،رجلين،رجلان،الرجلين،والرجل،رجالا،رجليه،رجله،بالرجل،للرجال،برجل،رجالهم،رجاله،الرجلان،رجلي،ورجال،والرجال،رجلاه،بالرجال،ورجليه،رجليها،وأرجلكم،ورجلا،أرجلهم،رجالكم،ورجاله،وأرجلهم،ورجله،فرجل،والرجلين،أرجل،كرجل،برجله	173687
محمد،ومحمد،محمدا،لمحمد،بمحمد،ومحمدا،وبمحمد،ولمحمد،فمحمد،محمدة،كمحمد،المحمد،محمدنا،محمدها،محمده،محمدكم،محمدأ،ومحمدكم،فبمحمد،بالمحمد،بمحمدة	160663
غير،غيره،بغير،وغيره،وغير،غيرها،وغيرهم،وغيرها،غيرهم،لغير،لغيره،غيرك،وغيرهما،فغير،تغير،بغيره،غيرهما،يغير،غيركم،الغير،غيرنا،بغيرها،أغير،وتغير،لغيرهم،غيرت،لغيرك،وبغير،يغيره،لغيرها،غيرهن،يغيروا،ولغيره،غيروا،فليغيرن،كغيره،يغيرها،غيرا،فغيره،بغيرهم	151596
رسول،ورسوله،الرسول،رسوله،لرسول،الرسل،رسولا،ورسول،برسول،رسل،والرسول،رسله،ورسله،رسلنا،رسلا،ولرسوله،رسلهم،وللرسول،للرسول،رسلك،لرسوله،وبرسوله،رسولك،والرسل،رسلها،رسولنا،رسولهم،بالرسل،رسولكم،برسوله،للرسل،ورسولك،بالرسول،رسلكم،رسلي،برسل،ورسلي،ورسلا،ورسل،رسولها	148115
إلا،الا،وإلا،ألا،وألا،والا،الأ،فإلا،آلا،الإ،الآ،فالا،إلأ،فألا،إلآ،والأ،ألأ،إلإ،والآ،وآلا،والإ،فالأ،فالآ،وإلأ	147228
أي،الآية،آية،أى،وأي،أيهما،فأي،بأي،أيهم،أيا،بآية،فبأي،أيكم،إي،لأي،بالآية،لآية،اي،والآية،الآي،أينا،فأيهما،آي،وآية،أية،اى،فبأيتهما،وبأي،أيتهما،وأيهما،إيا،فأيهم،وأيهم،بأيهما،وأى،أيكما،الاية،أيتهن،فأيكم،وأيا	140304
كل،كله،وكل،كلها،لكل،كلهم،بكل،فكل،كلا،ولكل،الكل،وكلهم،كلهن،وكلا،وكلها،كلنا،فكلهم،وكله،فلكل،وكلنا،فكله،كلأ،والكل،فكلا،فكلها،وكلكم،للكل،وكلهن،كلة،وبكل،كلكم،فكلكم،كلك،بالكل،وكلة،فكلهن،لكلهم،بكله،تكلنا،تكل	138133
بين،وبين،بينهما،بينهم،بينه،بيننا،بينا،بينكم،يبين،بينها،بيني،وبينه،وبينهم،البين،وبينها،فبينا،بينك،وبينك،بينت،فبين،وبينكم،بينهن،وبينهما،بينكما،بيناه،أبين،ويبين،ليبين،وبينا،يبينه،نبين،بالبين،لبين،بينته،ببينة،وبيننا،وبينت،ببين،والبين،بينى	132322
ذكر،ذكره،وذكر،يذكر،ذكرنا،ذكرت،فذكر،الذكر،وذكره،ذكرناه،ذكرها،تذكر،ذكرا،ذكروا،بذكر،فذكرت،يذكره،ويذكر،يذكرون،أذكر،ذكرته،نذكر،ذكرناها،وذكروا،والذكر،للذكر،فذكره،ذكرهم،وذكرت،الذكور،فذكروا،تذكرون،بالذكر،يذكروا،نذكره،وسنذكر،اذكر،بذكره،لذكر،ذكرتها	131912
شيء،شيئا،الشيء،بشيء،الأشياء،أشياء،لشيء،بالشيء،شئ،شىء،للشيء،شيئين،وشيء،والشيء،بأشياء،الشئ،بالأشياء،الشيئين،الشىء،والأشياء،شيئان،بشىء،بشئ،كالشيء،وشيئا،وأشياء،الاشياء،للأشياء،أشياءهم،كشيء،شيئ،فشيء،لأشياء،فشيئا،بشيئين،وشىء،اشياء،كالأشياء،لشىء،فالشيء	122028
حتى،وحتى،حتي،تحتي،فحتى،تحتى،وحتي	120223
يوم،اليوم،يوما،أيام،الأيام،ويوم،أياما،يومين،واليوم،يومه،بيوم،ايام،أيامه،ليوم،يومنا،فاليوم،وأيام،يومي،يومهم،يومان،أيامها،بأيام،يومها،والأيام،كاليوم،يومك،ويوما،يومكم،باليوم،اليومين،كيوم،لأيام،أيامهم،الايام،فيوم،وأياما،أيامي،واليومين،بيومين،لليوم	116691
رأى،رأيت،ترى،أرى،يرى،رأيته،تر،رآه،ورأيت،أراه،تراه،نرى،أر،رأوا،رأت،فرأى،ير،يرون،أراك،فرأيت،ترون،رأينا،ورأى،يراه،وأرى،يروا،وترى،رأيتم،رآني،رآها،ويرى،رأوه،يراها،تراها،فأرى،فرآه،رأيتني،رأيتك،أراني،تراهم	115807
مع،معه،معهم،معها،ومعه،معك،معا،معي،ومع،معهما،معنا،معكم،ومعهم،ومعها،معهن،معى،ومعهما،ومعي،معكما،ومعك،فمع،لمعة،ومعهن،فمعه،ألمع،وألمع،ومعكم،لمعكم،ولمع،المع،كمع،فمعها،لمعه،ومعى،معكن،ولمعة،تمع،للمع،فلمع،فمعكم	112436
أمر،الأمر،أمره،وأمر،فأمر،الأمور،أمرهم،أمرا،بأمر،أمرت،يأمر،أمري،أمرها،أمرنا،أمرك،وأمره،أمور،لأمر،والأمر،يأمره،أمركم،بأمره،فأمره،امرأ،بالأمر،امر،أمروا،الأمرين،يؤمر،أمرني،وأمرهم،أمرهما،أمورهم،يأمركم،للأمر،وأمرت،أموره،فأمرهم،امره،أمرين	111454
أهل،أهله،وأهل،أهلها،لأهل،اهل،أهلك،وأهله،بأهل،أهلا،لأهله،وأهلها،بأهله،الأهل،لأهلها،فأهل،أهلي،ولأهل،بأهلك،يهل،الأهلة،بأهلها،باهلة،واهل،وأهلك،اهله،أهليكم،أهلنا،وأهلا،أهلهم،أهليهم،اهلها،أهللت،والأهل،إهلاك،لاهل،وأهليهم،لأهلك،يأهل،كاهله	111404
مثل،مثله،الأمثال،ومثله،مثلا،مثلها،بمثل،ومثل،المثل،أمثال،بمثله،كمثل،أمثالهم،مثلك،مثلي،مثلهم،فمثل،أمثالها،بمثلها،والمثل،ومثلها،تمثل،فمثله،لمثل،مثلكم،مثلنا،كمثله،أمثاله،يمثل،وأمثال،وتمثل،وبمثل،كأمثال،ومثلك،أمثالكم،لمثله،فتمثل،ومثلهم،مثلهما،مثلت	109856
بعد،بعده،بعدها،وبعد،بعدما،بعدهم،وبعده،بعدي،البعد،بعدك،وبعدها،بعدا،بعدهما،بعدت،بعدكم،يبعد،بعدنا،لبعد،والبعد،تبعد،فبعد،بعدهن،يبعدن،فبعدا،لبعده،بالبعد،وبعدما،لبعدها،ببعد،بعدوا،وبعدهما،بعدى،وبعدا،وبعدهم،تبعدن،وبعدت،أبعاد،الأبعاد،فيبعد،بعدان	101460
عند،عنده،عندي،عندنا،عندهم،عندك،وعند،عندها،وعنده،عندكم،فعند،عندما،وعندي،عندهما،عندى،فعندها،وعندهم،وعندك،وعندها،وعندنا،عندهن،وعندكم،وعندهما،فعندي،لعند،وعندما،فعنده،فعندك،وعندى،لعنده،أعند،فعندنا،فعندهم،يعند،عندكما،فعندكم،عندكن،لعندي،فعندما،عندا	99503
نبي،النبي،الأنبياء،للنبي،لنبيه،نبيا،النبيين،نبينا،والنبي،نبيكم،بالنبي،نبيهم،لنبي،النبى،أنبياء،نبيك،أنبيائه،نبيها،النبيون،والأنبياء،نبى،أنبيائهم،والنبيين،ونبي،تنبيه،الانبياء،بنبي،للأنبياء،بنبيه،أنبياءه،بالأنبياء،والنبيون،ونبيك،نبيي،بالنبيين،بنبيهم،لنبينا،ونبينا،ونبيا،بأنبياء	98609
عمر،وعمر،عمرا،لعمر،عمرة،عمره،يعمر،العمر،لعمرك،وعمرا،عمرك،بعمرة،بعمر،عمرت،ولعمري،وعمرة،أعمارهم،عمرها،الأعمار،والعمر،أعمار،ولعمر،وعمره،تعمر،عمري،فعمر،عمروا،فلعمري،يعمروا،نعمركم،أعمارا،يعمرها،فلعمر،وعمرك،لعمرة،ويعمر،بالعمر،وعمروها،أعمارنا،نعمره	95325
يا،ويا،فيا،تيا،يأ،فيأ،ويأ،يآ	94924
علم،العلم،يعلم،علمت،أعلم،تعلم،علمه،يعلمون،واعلم،علما،تعلمون،نعلم،علمنا،وعلم،اعلم،يعلمه،علموا،والعلم،واعلموا،علمتم،ويعلم،ليعلم،فاعلم،فعلم،وأعلم،العلوم،علمهم،بعلم،بالعلم،وعلمه،بعلمه،فعلمت،علمك،وعلمت،يعلموا،للعلم،علمها،وعلما،علوم،لعلم	91791
ليس،وليس،فليس،ليست،لست،وليست،ولست،أليس،ليسوا،فليست،فلست،وليسوا،لسنا،ولسنا،ليسا،لستم،أوليس،ليستا،ولستم،فلسنا،فليسوا،وليسا،اليس،وليستا،فلستم،لستن،لسن،لستما،فليسا،فليستا،ولسن،ولستما،يليس،ولستن،اوليس،فلسن،ليسوآ،للسن،إليس،وليسن	91477
أخبر،أخبرنا،أخبرني،وأخبرني،أخبره،أخبركم،وأخبرنا،فأخبره،اخبرنا،فأخبر،يخبر،فأخبرني،فأخبرته،أخبرت،وأخبر،أخبرك،أخبرتك،أخبرناه،يخبره،أخبرهم،أخبرته،فأخبرهم،وأخبره،أخبرنى،فأخبرت،فأخبروه،تخبر،فأخبرنا،أخبرتني،وأخبرهم،اخبرني،يخبرهم،تخبرني،أخبروني،وأخبرنى،فأخبرها،أخبروا،يخبرني،يخبرنا،وأخبرته	90550
سمع،سمعت،يسمع،وسمعت،أسمع،سمعه،السمع،سمعنا،وسمع،تسمع،سمعوا،فسمع،يسمعون،فسمعت،أسمعه،سمعا،نسمع،سمعتم،يسمعه،اسمع،سمعها،فسمعته،يسمعوا،سمعناه،تسمعون،ويسمع،فيسمع،وسمعنا،يسمعها،فسمعه،سمعك،والسمع،ليسمع،سمعهم،بالسمع،وسمعه،سمعتها،تسمعه،فسمعها،تسمعوا	86554
بعض،بعضهم،بعضها،بعضه،بعضا،لبعض،ببعض،وبعض،وبعضهم،بعضكم،بعضنا،وبعضها،البعض،لبعضهم،وبعضه،ببعضه،بعضهن،ولبعض،كبعض،ببعضها،فبعض،بعضهما،فبعضهم،بعضي،ولبعضهم،ببعضهم،لبعضها،فبعضها،والبعض،بعضك،وببعض،لبعضه،وبعضا،فبعضه،وبعضنا،وبعضهن،لبعضكم،بالبعض،وبعضكم،لبعضهن	86079
ناس،الناس،للناس،والناس،بالناس،ناسا،وناس،كناسة،فالناس،وللناس،بناس،كناس،كناسه،لناس،وناسا،ينوس،ناسك،تنوس،وبالناس،كناسها،كالناس،نست،وكناس،ونست،فيناس،ناسة،تنوسان،ناسه،وناسهم،تناس،أنوس،وبناسك،وناسه،فنست،فناس،ناسي،نستني،وناسة،ناست،فكالناس	84599
روى،يروي،وروى،وروي،رواه،روي،ويروى،يروى،ورواه،يرويه،روينا،رويت،وروينا،ويروي،يرو،رويتم،رواها،رويناه،فرواه،رووا،تروى،تروي،أروى،ورويت،ورووا،روت،رووه،فروى،فروي،يرويها،يروون،أروني،ويرويه،ورواها،يروونه،تروون،وروت،رويناها،أروي،رويا	81419
أحد،أحدهما،أحدا،إحدى،أحدكم،لأحد،أحدهم،إحداهما،واحدها،أحدها،احد،بأحد،الأحد،لأحدهما،أحدنا،إحداهن،واحد،واحده،وأحد،واحدتها،واحدهم،احدى،الآحاد،بإحدى،بأحدهما،لإحدى،وإحدى،إحداها،لأحدهم،احدهما،وأحدهما،احدا،أحدكما،إحداكن،لاحد،فأحد،يحد،لأحدكم،واحدته،كأحد	81271
قبل،قبله،قبلها،يقبل،قبلك،قبلهم،تقبل،وقبل،قبلكم،أقبل،قبلت،قبلنا،فقبل،وقبله،يقبله،يقبلها،قبلا،قبلهما،وقبلها،فأقبل،القبل،ويقبل،فقبله،نقبل،فقبلها،وأقبل،وقبلت،تقبله،يقبلوا،قبلوا،فيقبل،يقبلون،فقبلت،فتقبل،قبلي،قبلتها،وتقبل،والقبل،فقبلوا،تقبلوا	81231
هي،وهي،فهي،وهى،هى،فهى،أهي،واهي،واهى،وأهي،اهي،أهى،تهي	80230
كتاب،الكتاب،فكتب،كتابه،كتب،الكتب،كتابا،وكتب،وكتاب،بكتاب،كتابنا،والكتاب،كتبه،بالكتاب،كتابك،كتبهم،لكتاب،كتبا،وكتبه،الكتابين،وكتابه،للكتاب،كتبنا،كتابهم،بكتابه،والكتب،وكتبنا،كتابكم،كتابها،بكتب،بالكتب،للكتب،كتبك،كتابيه،كتابين،بكتابي،بكتابك،كتبكم،بكتابة،كتابان	79830
حسن،الحسن،حسان،والحسن،حسنا،حسنة،وحسن،الحسنة،بحسن،للحسن،فحسن،حسنه،لحسن،حسنها،بالحسنة،بالحسن،لحسان،حسنت،وحسان،الحسان،وحسنه،وحسنت،فيحسن،ويحسن،وحسنها،حسانا،وحسنا،بالحسنى،حسنهن،بحسنة،لحسنه،فحسنت،بحسنها،كحسن،حسنك،يحسن،بحسان،حسانة،والحسنة،بحسنه	78959
نفس،نفسه،النفس،نفسي،أنفسهم،نفسك،لنفسه،نفسها،أنفسكم،بنفسه،نفسا،النفوس،لنفسك،أنفسنا،لنفسي،لأنفسهم،بنفس،الأنفس،بنفسك،بالنفس،والنفس،بنفسي،أنفس،بنفسها،نفوسهم،أنفسها،بأنفسهم،للنفس،وأنفسهم،لأنفسكم،أنفسهما،ونفسه،نفسى،ونفس،بأنفسهن،أنفسهن،لنفس،نفوس،تنفس،لنفسها	78447
أول،الأول،الأولى،أولى،أولا،أوله،أولها،وأول،الأولين،والأول،أولي،وأولى،الاول،أوائل،فأول،أولو،للأول،تأول،والأولى،الاولى،اول،الأوائل،الأولون،لأول،أولهم،تأوله،فالأول،أولوا،بالأول،لأولي،أولهما،وأولي،وأولو،فأولى،يؤول،أوائلها،الأوليان،وأولوا،فالأولى،وأوله	77508
تعالى،وتعالى،تعالوا،تعالي،فتعالى،يتعالى،وتعاليت،فتعالين،فتعالوا،تعالت،تعال،وتعالي،فتعال،وتعال،تعإلى،تعاليت،وتعالوا،ويتعالى،تعالين،وتعإلى،وتعالت،أتعالى،تعاليا،لتعالي،فتعالي،تتعالى،وتتعالى،فتعالت،ويتعالين،فيتعالى	77419
حديث،الحديث،حديثه،حديثا،والحديث،أحاديث،الأحاديث،بحديث،وحديث،بالحديث،للحديث،لحديث،حديثهم،الحديثين،بحديثه،وحديثه،فالحديث،حديثها،حديثك،حديثان،حديثهما،أحاديثه،الحديثة،حديثين،حديثي،حديثة،بأحاديث،وحديثا،والأحاديث،وأحاديث،الحديثان،وللحديث،حديثنا،فحديث،احاديث،أحاديثهم،وحديثها،حديثكم،بالأحاديث،الاحاديث	76260
صاحب،أصحاب،صاحبه،أصحابه،أصحابنا،وأصحابه،صاحبها،وأصحاب،لصاحبه،وصاحب،لصاحب،لأصحابه،أصحابي،صاحبي،الأصحاب،صاحبك،أصحابك،صاحبكم،اصحاب،لأصحاب،اصحابه،صاحبنا،بصاحبه،صاحبة،الصاحب،بأصحابه،صاحبهم،أصحابهم،وصاحبه،بصاحب،صاحبا،أصحابها،صاحبتها،بأصحاب،لصاحبها،واصحابه،لأصحابي،والصاحب،وأصحابي،وصاحبي	75918
آخر،الآخر،آخرون،والآخر،الآخرة،آخره،أخر،وآخر،آخرها،والآخرة،آخرين،الآخرين،آخرهم،للآخر،لآخر،وآخره،الآخرون،بالآخرة،بالآخر،وأخر،وآخرون،ولآخر،أواخر،والأخرى،الأخر،بآخر،الأواخر،الاخر،آخران،الآخران،وآخرها،اخر،أخره،والآخرين،وللآخر،وآخرين،آخرة،آخرا،آخرته،أخرته	74883
جعل،وجعل،فجعل،يجعل،جعلت،جعله،تجعل،ويجعل،جعلنا،فجعلت،وجعلت،جعلها،وجعلنا،جعلوا،جعلته،يجعله،وجعلوا،فجعله،وجعله،فجعلوا،اجعل،واجعل،أجعل،فجعلها،فاجعل،نجعل،يجعلها،فيجعل،تجعله،وجعلها،جعلا،يجعلون،جعلتها،تجعلوا،الجعل،جعلناه،وتجعل،جعلوه،جعلني،يجعلوا	74756
أخذ،يأخذ،يؤخذ،وأخذ،فأخذ،أخذه،أخذت،خذ،تأخذ،أخذها،يأخذه،فأخذه،ويأخذ،فأخذت،أخذوا،نأخذ،وأخذت،تؤخذ،الأخذ،أخذنا،خذوا،ويؤخذ،وأخذوا،فيأخذ،يأخذها،وخذ،أخذته،فأخذها،يأخذون،فأخذوا،فخذ،وأخذه،تأخذه،خذها،يأخذوا،أخذا،بأخذ،ليأخذ،فيؤخذ،وتأخذ	74136
عمرو،وعمرو،لعمرو،بعمرو،ولعمرو،فعمرو،كعمرو،وبعمرو،فلعمرو،وكعمرو	73137
فعل،الفعل،يفعل،فعلت،فعله،أفعل،تفعل،الأفعال،ففعل،فعلا،فعلوا،والفعل،يفعله،وفعل،بفعل،بالفعل،يفعلون،أفعال،ففعلوا،ففعلت،افعل،تفعلوا،يفعلوا،فعلها،نفعل،ويفعل،فعلتم،للفعل،فعلهم،بفعله،فافعل،وفعله،تفعلون،أفعاله،والأفعال،وفعلت،لفعل،كفعل،فليفعل،لفعلت	71400
لو،ولو،فلو	70887
إنما،وإنما،فإنما،انما،وانما،فانما،أنما،إنمآ،وأنما،أنمآ،وإنمآ	69193
